Date,StoreID,Sales,Region,DataType
2020-08-24,1,2412.435765133112,North,Historical
2020-08-25,1,2683.06341560259,North,Historical
2020-08-26,1,2595.8095535895063,North,Historical
2020-08-27,1,2631.2055492006625,North,Historical
2020-08-28,1,2475.352953375561,North,Historical
2020-08-29,1,2760.664071402293,North,Historical
2020-08-30,1,2168.2456018834964,North,Historical
2020-08-31,1,2676.8910174135344,North,Historical
2020-09-01,1,2766.3044998557352,North,Historical
2020-09-02,1,2691.22922138094,North,Historical
2020-09-03,1,2638.6333111898507,North,Historical
2020-09-04,1,2460.2731999065827,North,Historical
2020-09-05,1,2199.403833724386,North,Historical
2020-09-06,1,2165.2620885304104,North,Historical
2020-09-07,1,2879.764536065316,North,Historical
2020-09-08,1,2551.5196178229,North,Historical
2020-09-09,1,2495.251269079208,North,Historical
2020-09-10,1,2882.9470784332257,North,Historical
2020-09-11,1,2371.8023042913646,North,Historical
2020-09-12,1,2034.695228741013,North,Historical
2020-09-13,1,2112.264860926654,North,Historical
2020-09-14,1,2184.5162656007433,North,Historical
2020-09-15,1,2594.8756084227934,North,Historical
2020-09-16,1,2500.772137374022,North,Historical
2020-09-17,1,2540.5739604156797,North,Historical
2020-09-18,1,2170.090023415579,North,Historical
2020-09-19,1,2070.7368963170366,North,Historical
2020-09-20,1,2112.7114284134354,North,Historical
2020-09-21,1,2441.7408244259864,North,Historical
2020-09-22,1,2749.7380121697224,North,Historical
2020-09-23,1,2458.6515789935925,North,Historical
2020-09-24,1,2342.3771936670687,North,Historical
2020-09-25,1,2310.6372084358522,North,Historical
2020-09-26,1,1941.5729338387134,North,Historical
2020-09-27,1,2515.6003197477116,North,Historical
2020-09-28,1,2131.7037265939084,North,Historical
2020-09-29,1,2628.4956748393847,North,Historical
2020-09-30,1,2918.3083005957774,North,Historical
2020-10-01,1,3109.781197474715,North,Historical
2020-10-02,1,2750.220003001449,North,Historical
2020-10-03,1,2344.9458138505247,North,Historical
2020-10-04,1,2613.261522397305,North,Historical
2020-10-05,1,2542.8511575850002,North,Historical
2020-10-06,1,2728.0101394704207,North,Historical
2020-10-07,1,2565.4530629466576,North,Historical
2020-10-08,1,2691.176600384124,North,Historical
2020-10-09,1,2418.1612252910963,North,Historical
2020-10-10,1,2106.393073606768,North,Historical
2020-10-11,1,2172.747600126977,North,Historical
2020-10-12,1,2403.693365020728,North,Historical
2020-10-13,1,2481.9378579976883,North,Historical
2020-10-14,1,2874.835824742892,North,Historical
2020-10-15,1,2935.1125325226085,North,Historical
2020-10-16,1,2796.361093948837,North,Historical
2020-10-17,1,2294.8383268892658,North,Historical
2020-10-18,1,3193.852902847536,North,Historical
2020-10-19,1,2679.9221344859816,North,Historical
2020-10-20,1,2741.1930390221955,North,Historical
2020-10-21,1,2530.0291768283832,North,Historical
2020-10-22,1,2706.7339388304417,North,Historical
2020-10-23,1,2422.8654715679586,North,Historical
2020-10-24,1,2358.5856613648743,North,Historical
2020-10-25,1,2189.588733050374,North,Historical
2020-10-26,1,2589.743813097127,North,Historical
2020-10-27,1,2689.8257024277873,North,Historical
2020-10-28,1,2897.817997491189,North,Historical
2020-10-29,1,2956.0818958487775,North,Historical
2020-10-30,1,2728.5931024487304,North,Historical
2020-10-31,1,2592.96842215334,North,Historical
2020-11-01,1,2711.4216710363744,North,Historical
2020-11-02,1,2978.647892132863,North,Historical
2020-11-03,1,2930.101212199866,North,Historical
2020-11-04,1,3108.1575873453335,North,Historical
2020-11-05,1,2999.1798601050587,North,Historical
2020-11-06,1,2733.64618216807,North,Historical
2020-11-07,1,3030.6567779177567,North,Historical
2020-11-08,1,3012.335832466843,North,Historical
2020-11-09,1,2996.6521711325754,North,Historical
2020-11-10,1,3082.382392703071,North,Historical
2020-11-11,1,2979.2670058976973,North,Historical
2020-11-12,1,2482.804405653689,North,Historical
2020-11-13,1,2872.9124976136586,North,Historical
2020-11-14,1,2399.164425002167,North,Historical
2020-11-15,1,2702.911655340771,North,Historical
2020-11-16,1,3522.126569834775,North,Historical
2020-11-17,1,3062.1118483968744,North,Historical
2020-11-18,1,3030.013619757863,North,Historical
2020-11-19,1,3059.7239480240837,North,Historical
2020-11-20,1,3208.717284160391,North,Historical
2020-11-21,1,2503.3856384061687,North,Historical
2020-11-22,1,3361.9373902806237,North,Historical
2020-11-23,1,3511.9928715237575,North,Historical
2020-11-24,1,3783.8227576653085,North,Historical
2020-11-25,1,3580.1714259653536,North,Historical
2020-11-26,1,3847.290315693595,North,Historical
2020-11-27,1,3662.8748854507226,North,Historical
2020-11-28,1,3465.620076961568,North,Historical
2020-11-29,1,2696.1978072145275,North,Historical
2020-11-30,1,3346.7300387662435,North,Historical
2020-12-01,1,3138.207607215324,North,Historical
2020-12-02,1,3357.700321275023,North,Historical
2020-12-03,1,3540.4262646023813,North,Historical
2020-12-04,1,3073.641347998703,North,Historical
2020-12-05,1,3048.8780535543233,North,Historical
2020-12-06,1,2711.877800371528,North,Historical
2020-12-07,1,3469.5641560055883,North,Historical
2020-12-08,1,3559.129301210135,North,Historical
2020-12-09,1,3449.304805617162,North,Historical
2020-12-10,1,3153.367385469545,North,Historical
2020-12-11,1,3016.237570069235,North,Historical
2020-12-12,1,3420.9595705412994,North,Historical
2020-12-13,1,3069.805856355993,North,Historical
2020-12-14,1,3391.379096475706,North,Historical
2020-12-15,1,3274.922282537165,North,Historical
2020-12-16,1,3629.442991069888,North,Historical
2020-12-17,1,3320.799191511352,North,Historical
2020-12-18,1,3137.2538578192552,North,Historical
2020-12-19,1,3631.381474663296,North,Historical
2020-12-20,1,2987.5975828962855,North,Historical
2020-12-21,1,3438.6701841917506,North,Historical
2020-12-22,1,3505.86564958946,North,Historical
2020-12-23,1,3335.387406746083,North,Historical
2020-12-24,1,4350.410339501873,North,Historical
2020-12-25,1,4630.545091153749,North,Historical
2020-12-26,1,3337.1443685809536,North,Historical
2020-12-27,1,3401.845548637702,North,Historical
2020-12-28,1,3406.581287882997,North,Historical
2020-12-29,1,3432.296832897817,North,Historical
2020-12-30,1,3491.1748793597403,North,Historical
2020-12-31,1,4438.721373786232,North,Historical
2021-01-01,1,3529.7154526809118,North,Historical
2021-01-02,1,3365.257630104596,North,Historical
2021-01-03,1,3474.216680969793,North,Historical
2021-01-04,1,3315.1921072479886,North,Historical
2021-01-05,1,3857.8982133093587,North,Historical
2021-01-06,1,3924.736049302633,North,Historical
2021-01-07,1,3733.72974457971,North,Historical
2021-01-08,1,4055.25468728199,North,Historical
2021-01-09,1,3684.372078279118,North,Historical
2021-01-10,1,4165.377631339694,North,Historical
2021-01-11,1,3795.575372890567,North,Historical
2021-01-12,1,3886.570908405362,North,Historical
2021-01-13,1,3886.4846711409114,North,Historical
2021-01-14,1,3596.6410101484494,North,Historical
2021-01-15,1,3676.9209417767456,North,Historical
2021-01-16,1,3623.0185109113845,North,Historical
2021-01-17,1,3358.9208355947812,North,Historical
2021-01-18,1,3750.1035529257065,North,Historical
2021-01-19,1,3739.380763146024,North,Historical
2021-01-20,1,3775.7799422660933,North,Historical
2021-01-21,1,4289.632945663568,North,Historical
2021-01-22,1,4535.510359446787,North,Historical
2021-01-23,1,4316.014934810227,North,Historical
2021-01-24,1,3851.421776715417,North,Historical
2021-01-25,1,4126.431407284379,North,Historical
2021-01-26,1,3972.424285130611,North,Historical
2021-01-27,1,3976.839400790506,North,Historical
2021-01-28,1,4167.458739338718,North,Historical
2021-01-29,1,3716.241696092255,North,Historical
2021-01-30,1,3489.020998695929,North,Historical
2021-01-31,1,3663.2813826541633,North,Historical
2021-02-01,1,4199.661326516241,North,Historical
2021-02-02,1,4026.4242122646456,North,Historical
2021-02-03,1,4348.974146220538,North,Historical
2021-02-04,1,4124.4044668882325,North,Historical
2021-02-05,1,3671.6419086138867,North,Historical
2021-02-06,1,4456.020376562835,North,Historical
2021-02-07,1,3642.7689620859032,North,Historical
2021-02-08,1,3841.6389690297597,North,Historical
2021-02-09,1,4451.452600323541,North,Historical
2021-02-10,1,4458.323603701899,North,Historical
2021-02-11,1,4499.951963253172,North,Historical
2021-02-12,1,3651.6783173183085,North,Historical
2021-02-13,1,3729.613683270733,North,Historical
2021-02-14,1,3936.12486700718,North,Historical
2021-02-15,1,4024.61913735819,North,Historical
2021-02-16,1,3953.2560989287754,North,Historical
2021-02-17,1,3826.026124224991,North,Historical
2021-02-18,1,3853.3512221387905,North,Historical
2021-02-19,1,3563.3956572671436,North,Historical
2021-02-20,1,3670.950628712378,North,Historical
2021-02-21,1,3843.0887088936315,North,Historical
2021-02-22,1,3808.734366951478,North,Historical
2021-02-23,1,4400.303693045128,North,Historical
2021-02-24,1,4281.410876855776,North,Historical
2021-02-25,1,4182.023318031708,North,Historical
2021-02-26,1,3913.3646153270383,North,Historical
2021-02-27,1,3745.4249012372784,North,Historical
2021-02-28,1,4257.783625821894,North,Historical
2021-03-01,1,4329.701535339551,North,Historical
2021-03-02,1,3972.6268825803368,North,Historical
2021-03-03,1,4351.419524658986,North,Historical
2021-03-04,1,4136.006210727442,North,Historical
2021-03-05,1,4118.192526439626,North,Historical
2021-03-06,1,4534.970386111125,North,Historical
2021-03-07,1,4054.6426423850594,North,Historical
2021-03-08,1,3830.4834302756067,North,Historical
2021-03-09,1,4359.724329194739,North,Historical
2021-03-10,1,4640.093742778842,North,Historical
2021-03-11,1,4270.515322632382,North,Historical
2021-03-12,1,4197.826588412428,North,Historical
2021-03-13,1,3738.0934285273242,North,Historical
2021-03-14,1,3798.9476734509158,North,Historical
2021-03-15,1,4637.874592029964,North,Historical
2021-03-16,1,4444.578621508793,North,Historical
2021-03-17,1,4074.2731758257883,North,Historical
2021-03-18,1,4316.649867402644,North,Historical
2021-03-19,1,3924.866321468439,North,Historical
2021-03-20,1,3998.5978341487044,North,Historical
2021-03-21,1,3879.9508231442383,North,Historical
2021-03-22,1,3901.476462838299,North,Historical
2021-03-23,1,4081.3504275338946,North,Historical
2021-03-24,1,3996.3285320642253,North,Historical
2021-03-25,1,4563.777500314986,North,Historical
2021-03-26,1,3963.0197864774123,North,Historical
2021-03-27,1,3638.2199319071697,North,Historical
2021-03-28,1,3395.637110763103,North,Historical
2021-03-29,1,3903.0379329713724,North,Historical
2021-03-30,1,4097.291539142998,North,Historical
2021-03-31,1,4225.794478902337,North,Historical
2021-04-01,1,4289.209093044106,North,Historical
2021-04-02,1,4082.555561476197,North,Historical
2021-04-03,1,3872.17096045378,North,Historical
2021-04-04,1,3885.796664993538,North,Historical
2021-04-05,1,3956.27363689347,North,Historical
2021-04-06,1,4424.668847654704,North,Historical
2021-04-07,1,3958.121374806933,North,Historical
2021-04-08,1,4848.733453757938,North,Historical
2021-04-09,1,4763.020611682656,North,Historical
2021-04-10,1,3949.6081955162463,North,Historical
2021-04-11,1,3938.3290393020197,North,Historical
2021-04-12,1,4328.46857749502,North,Historical
2021-04-13,1,4372.549341046054,North,Historical
2021-04-14,1,4178.30312095886,North,Historical
2021-04-15,1,3796.7143575833693,North,Historical
2021-04-16,1,3914.8732192645803,North,Historical
2021-04-17,1,3665.6837741668005,North,Historical
2021-04-18,1,4316.631008652128,North,Historical
2021-04-19,1,4031.039327653343,North,Historical
2021-04-20,1,4169.894297904984,North,Historical
2021-04-21,1,4223.509172336695,North,Historical
2021-04-22,1,4018.47453892246,North,Historical
2021-04-23,1,4025.2188926201593,North,Historical
2021-04-24,1,4509.0151820476585,North,Historical
2021-04-25,1,4356.214484876097,North,Historical
2021-04-26,1,4072.289269470282,North,Historical
2021-04-27,1,3927.4071915526265,North,Historical
2021-04-28,1,4354.025586926558,North,Historical
2021-04-29,1,4241.751882655095,North,Historical
2021-04-30,1,3933.4647425523503,North,Historical
2021-05-01,1,4169.612888708105,North,Historical
2021-05-02,1,3806.273158756815,North,Historical
2021-05-03,1,3606.728299274157,North,Historical
2021-05-04,1,4408.587981221245,North,Historical
2021-05-05,1,3874.419810944236,North,Historical
2021-05-06,1,4019.119614735017,North,Historical
2021-05-07,1,4044.7189201958013,North,Historical
2021-05-08,1,3581.005012456189,North,Historical
2021-05-09,1,3531.7423403393796,North,Historical
2021-05-10,1,3890.7379669902757,North,Historical
2021-05-11,1,3848.9269075775574,North,Historical
2021-05-12,1,4192.331255807805,North,Historical
2021-05-13,1,3690.755502348285,North,Historical
2021-05-14,1,3979.41074196947,North,Historical
2021-05-15,1,3962.2722337212585,North,Historical
2021-05-16,1,4252.438280584272,North,Historical
2021-05-17,1,3930.9195227527784,North,Historical
2021-05-18,1,4240.044743698528,North,Historical
2021-05-19,1,4222.453820660815,North,Historical
2021-05-20,1,3902.989549034018,North,Historical
2021-05-21,1,3927.2395875813936,North,Historical
2021-05-22,1,3509.6800964452264,North,Historical
2021-05-23,1,3436.8667641664188,North,Historical
2021-05-24,1,3869.098446060199,North,Historical
2021-05-25,1,4281.479064972313,North,Historical
2021-05-26,1,4069.3435856852298,North,Historical
2021-05-27,1,3676.815975295675,North,Historical
2021-05-28,1,3593.132526779756,North,Historical
2021-05-29,1,4160.070047854026,North,Historical
2021-05-30,1,3697.851582579989,North,Historical
2021-05-31,1,3801.6105228755036,North,Historical
2021-06-01,1,3378.4258307044674,North,Historical
2021-06-02,1,3893.083402100944,North,Historical
2021-06-03,1,3777.0353394409067,North,Historical
2021-06-04,1,3485.92518562412,North,Historical
2021-06-05,1,3243.691276732914,North,Historical
2021-06-06,1,3509.600006874836,North,Historical
2021-06-07,1,3467.8849247559247,North,Historical
2021-06-08,1,4390.954433437983,North,Historical
2021-06-09,1,4220.649693034184,North,Historical
2021-06-10,1,3758.5626057960526,North,Historical
2021-06-11,1,3439.2270272368314,North,Historical
2021-06-12,1,3202.3618701578903,North,Historical
2021-06-13,1,3251.0155322769206,North,Historical
2021-06-14,1,3600.626050710291,North,Historical
2021-06-15,1,4646.982594203248,North,Historical
2021-06-16,1,3900.897063142992,North,Historical
2021-06-17,1,3725.1361996526666,North,Historical
2021-06-18,1,3182.643710619176,North,Historical
2021-06-19,1,3196.868583333226,North,Historical
2021-06-20,1,3352.8242568825253,North,Historical
2021-06-21,1,3244.4672367792004,North,Historical
2021-06-22,1,3505.1950432119247,North,Historical
2021-06-23,1,3858.410030915489,North,Historical
2021-06-24,1,3645.0593178091644,North,Historical
2021-06-25,1,3427.5507828694626,North,Historical
2021-06-26,1,3236.0263482812998,North,Historical
2021-06-27,1,3307.2642556946394,North,Historical
2021-06-28,1,3119.8058819744583,North,Historical
2021-06-29,1,3596.197920698581,North,Historical
2021-06-30,1,3944.484002511126,North,Historical
2021-07-01,1,3301.108889976756,North,Historical
2021-07-02,1,3406.0700664228725,North,Historical
2021-07-03,1,3527.1994450819693,North,Historical
2021-07-04,1,4108.780182738221,North,Historical
2021-07-05,1,2998.7720562225545,North,Historical
2021-07-06,1,3386.9185976396343,North,Historical
2021-07-07,1,3193.8344093994715,North,Historical
2021-07-08,1,3422.56760266647,North,Historical
2021-07-09,1,3335.7398731366457,North,Historical
2021-07-10,1,3025.447929880112,North,Historical
2021-07-11,1,2744.32855086726,North,Historical
2021-07-12,1,3201.2658900165084,North,Historical
2021-07-13,1,3754.8751530762033,North,Historical
2021-07-14,1,3880.2344038969095,North,Historical
2021-07-15,1,3359.4328491283973,North,Historical
2021-07-16,1,2926.2799813287807,North,Historical
2021-07-17,1,3374.4650258954152,North,Historical
2021-07-18,1,3141.414784669531,North,Historical
2021-07-19,1,3425.985144213472,North,Historical
2021-07-20,1,3144.1121003391086,North,Historical
2021-07-21,1,3599.6078820798098,North,Historical
2021-07-22,1,3253.53619115027,North,Historical
2021-07-23,1,2993.52020004371,North,Historical
2021-07-24,1,3116.1511530278003,North,Historical
2021-07-25,1,3340.103360491981,North,Historical
2021-07-26,1,3274.1603642475816,North,Historical
2021-07-27,1,3270.483655466281,North,Historical
2021-07-28,1,3771.6728034267494,North,Historical
2021-07-29,1,3181.588351727293,North,Historical
2021-07-30,1,2772.6492254612717,North,Historical
2021-07-31,1,3392.406818596129,North,Historical
2021-08-01,1,2596.4655740700646,North,Historical
2021-08-02,1,2510.29748711691,North,Historical
2021-08-03,1,2999.2085706975404,North,Historical
2021-08-04,1,3043.204190222875,North,Historical
2021-08-05,1,2817.912157682374,North,Historical
2021-08-06,1,3048.0769252067967,North,Historical
2021-08-07,1,2550.6189659399806,North,Historical
2021-08-08,1,2909.6188550310026,North,Historical
2021-08-09,1,2843.9567624457295,North,Historical
2021-08-10,1,3343.314843858276,North,Historical
2021-08-11,1,2790.3909490847986,North,Historical
2021-08-12,1,2485.7757228081864,North,Historical
2021-08-13,1,2771.4976762389024,North,Historical
2021-08-14,1,2540.6312780220787,North,Historical
2021-08-15,1,2596.81992440391,North,Historical
2021-08-16,1,2521.4770729860875,North,Historical
